"type","id","subjectId","date","duration","room","reasonsString","category","score","reasonsList","timestamp"
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3104","Temario denso","Temario",2,"['Temario denso']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3104","Explicaciones aburridas","Docente",2,"['Explicaciones aburridas']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3104","Temperatura perfecta","Ambiente",5,"['Temperatura perfecta']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3203","Con dolor de espalda","Estado físico",3,"['Con dolor de espalda']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3203","Contento/a","Estado anímico",5,"['Contento/a']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3203","Temario denso","Temario",1,"['Temario denso']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3203","Poco dinamismo","Docente",1,"['Poco dinamismo']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3203","Demasiado frío","Ambiente",2,"['Demasiado frío']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3203","Normal","Estado físico",4,"['Normal']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3203","Con ansiedad","Estado anímico",1,"['Con ansiedad']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3203","Repetitivo","Temario",1,"['Repetitivo']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3203","Explicaciones aburridas","Docente",2,"['Explicaciones aburridas']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3203","Demasiado ruido","Ambiente",3,"['Demasiado ruido']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Normal","Estado físico",5,"['Normal']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Agobiado/a","Estado anímico",2,"['Agobiado/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Material limitado","Temario",1,"['Material limitado']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Explicaciones aburridas","Docente",2,"['Explicaciones aburridas']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Demasiado calor","Ambiente",1,"['Demasiado calor']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3203","Con hambre o sed","Estado físico",2,"['Con hambre o sed']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3203","Estresado/a","Estado anímico",3,"['Estresado/a']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3203","Temario denso","Temario",3,"['Temario denso']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3203","Poco dinamismo","Docente",3,"['Poco dinamismo']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3203","Sin ruido","Ambiente",5,"['Sin ruido']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3302","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3302","Estresado/a","Estado anímico",3,"['Estresado/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3302","Muy práctico","Temario",5,"['Muy práctico']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3302","Explicaciones entretenidas","Docente",4,"['Explicaciones entretenidas']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3302","Poca luz","Ambiente",2,"['Poca luz']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3104","Normal","Estado físico",4,"['Normal']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3104","Eufórico/a","Estado anímico",5,"['Eufórico/a']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3104","Interesante","Temario",4,"['Interesante']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3104","Poca cooperación","Docente",1,"['Poca cooperación']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3104","Demasiado ruido","Ambiente",2,"['Demasiado ruido']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"3203","Normal","Estado físico",4,"['Normal']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"3203","Estresado/a","Estado anímico",1,"['Estresado/a']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"3203","Material adecuado","Temario",4,"['Material adecuado']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"3203","Mala organización","Docente",3,"['Mala organización']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"3203","Ambiente agradable","Ambiente",5,"['Ambiente agradable']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-4","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-4","Contento/a","Estado anímico",5,"['Contento/a']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-4","Muy práctico","Temario",5,"['Muy práctico']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-4","Buena actitud","Docente",4,"['Buena actitud']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-4","Poca luz","Ambiente",1,"['Poca luz']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3104","Enfermo/a","Estado físico",3,"['Enfermo/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3104","Motivado/a","Estado anímico",5,"['Motivado/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3104","Temario bien estructurado","Temario",3,"['Temario bien estructurado']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3104","Creatividad","Docente",4,"['Creatividad']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3104","Poca luz","Ambiente",2,"['Poca luz']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Normal","Estado físico",5,"['Normal']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Agobiado/a","Estado anímico",2,"['Agobiado/a']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Poco práctico","Temario",1,"['Poco práctico']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Explicaciones entretenidas","Docente",3,"['Explicaciones entretenidas']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Ambiente agradable","Ambiente",3,"['Ambiente agradable']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Con dolor de cabeza","Estado físico",2,"['Con dolor de cabeza']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Contento/a","Estado anímico",3,"['Contento/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Repetitivo","Temario",3,"['Repetitivo']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Creatividad","Docente",5,"['Creatividad']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Iluminación correcta","Ambiente",3,"['Iluminación correcta']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Normal","Estado físico",4,"['Normal']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Motivado/a","Estado anímico",4,"['Motivado/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Material limitado","Temario",2,"['Material limitado']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Poca creatividad","Docente",3,"['Poca creatividad']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Sin ruido","Ambiente",4,"['Sin ruido']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Normal","Estado físico",5,"['Normal']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Normal","Estado anímico",3,"['Normal']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Repetitivo","Temario",1,"['Repetitivo']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Dinamismo","Docente",4,"['Dinamismo']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Poca luz","Ambiente",2,"['Poca luz']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Enfermo/a","Estado físico",1,"['Enfermo/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Eufórico/a","Estado anímico",4,"['Eufórico/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Interesante","Temario",4,"['Interesante']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Paciencia","Docente",5,"['Paciencia']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Iluminación correcta","Ambiente",4,"['Iluminación correcta']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Agotado/a","Estado físico",2,"['Agotado/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Normal","Estado anímico",4,"['Normal']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Interesante","Temario",4,"['Interesante']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Explicaciones entretenidas","Docente",3,"['Explicaciones entretenidas']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Ambiente denso","Ambiente",3,"['Ambiente denso']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Enérgico/a","Estado físico",4,"['Enérgico/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Normal","Estado anímico",5,"['Normal']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Interesante","Temario",4,"['Interesante']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Poca paciencia","Docente",2,"['Poca paciencia']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Demasiado calor","Ambiente",1,"['Demasiado calor']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Aburrido/a","Estado anímico",3,"['Aburrido/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Material limitado","Temario",2,"['Material limitado']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Buena actitud","Docente",3,"['Buena actitud']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Demasiado ruido","Ambiente",2,"['Demasiado ruido']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3301","Con dolor de espalda","Estado físico",2,"['Con dolor de espalda']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3301","Eufórico/a","Estado anímico",4,"['Eufórico/a']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3301","Muy práctico","Temario",5,"['Muy práctico']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3301","Poca creatividad","Docente",1,"['Poca creatividad']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3301","Sin ruido","Ambiente",5,"['Sin ruido']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"CIC-3","Enfermo/a","Estado físico",2,"['Enfermo/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"CIC-3","Cansado/a","Estado anímico",3,"['Cansado/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"CIC-3","Interesante","Temario",3,"['Interesante']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"CIC-3","Explicaciones aburridas","Docente",2,"['Explicaciones aburridas']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"CIC-3","Iluminación correcta","Ambiente",5,"['Iluminación correcta']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Con dolor de espalda","Estado físico",3,"['Con dolor de espalda']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Normal","Estado anímico",5,"['Normal']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Muy práctico","Temario",5,"['Muy práctico']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Explicaciones aburridas","Docente",2,"['Explicaciones aburridas']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Ambiente agradable","Ambiente",5,"['Ambiente agradable']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Enfermo/a","Estado físico",2,"['Enfermo/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Agobiado/a","Estado anímico",2,"['Agobiado/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Interesante","Temario",5,"['Interesante']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Explicaciones aburridas","Docente",1,"['Explicaciones aburridas']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Demasiado frío","Ambiente",1,"['Demasiado frío']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Eufórico/a","Estado anímico",3,"['Eufórico/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Repetitivo","Temario",1,"['Repetitivo']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Poco dinamismo","Docente",2,"['Poco dinamismo']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Demasiado frío","Ambiente",2,"['Demasiado frío']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Enfermo/a","Estado físico",2,"['Enfermo/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Estresado/a","Estado anímico",1,"['Estresado/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Material limitado","Temario",2,"['Material limitado']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Mala organización","Docente",1,"['Mala organización']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Demasiado calor","Ambiente",2,"['Demasiado calor']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"3203","Con dolor de cuello","Estado físico",2,"['Con dolor de cuello']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"3203","Contento/a","Estado anímico",3,"['Contento/a']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"3203","Repetitivo","Temario",1,"['Repetitivo']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"3203","Mala organización","Docente",1,"['Mala organización']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"3203","Demasiado ruido","Ambiente",1,"['Demasiado ruido']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3301","Con dolor de cuello","Estado físico",3,"['Con dolor de cuello']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3301","Contento/a","Estado anímico",4,"['Contento/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3301","Repetitivo","Temario",1,"['Repetitivo']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3301","Buena organización","Docente",4,"['Buena organización']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3301","Demasiado calor","Ambiente",2,"['Demasiado calor']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"3203","Normal","Estado físico",4,"['Normal']",1654876800.0
