,subjectId,duration,room,date,reasonsString,score,reasonsList,category,measure
1392,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Mala organización,3,['Mala organización'],Docente,
1392,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Temperatura perfecta,4,['Temperatura perfecta'],Ambiente,
1393,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1393,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
1393,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Muy práctico,3,['Muy práctico'],Temario,
1393,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Explicaciones entretenidas,5,['Explicaciones entretenidas'],Docente,
1393,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Demasiado frío,1,['Demasiado frío'],Ambiente,temperature
1394,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1394,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
1394,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Material limitado,2,['Material limitado'],Temario,
1394,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Paciencia,5,['Paciencia'],Docente,
1394,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Ambiente denso,1,['Ambiente denso'],Ambiente,co2
1395,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
1395,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
1395,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Poco práctico,3,['Poco práctico'],Temario,
1395,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Explicaciones entretenidas,4,['Explicaciones entretenidas'],Docente,
1395,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Ambiente denso,3,['Ambiente denso'],Ambiente,co2
1396,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:59:56+00:00,Agotado/a,1,['Agotado/a'],Estado físico,
1396,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:59:56+00:00,Aburrido/a,3,['Aburrido/a'],Estado anímico,
1396,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:59:56+00:00,Temario bien estructurado,4,['Temario bien estructurado'],Temario,
1396,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:59:56+00:00,Dinamismo,4,['Dinamismo'],Docente,
1396,Fundamentos de Economía y Empresa,2,3302,2022-03-31 02:59:56+00:00,Demasiado ruido,2,['Demasiado ruido'],Ambiente,noise
1397,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
1397,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Cansado/a,2,['Cansado/a'],Estado anímico,
1397,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Poco práctico,1,['Poco práctico'],Temario,
1397,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Poca paciencia,3,['Poca paciencia'],Docente,
1397,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Temperatura perfecta,3,['Temperatura perfecta'],Ambiente,
1398,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1398,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
1398,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Temario bien estructurado,4,['Temario bien estructurado'],Temario,
1398,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Poca cooperación,1,['Poca cooperación'],Docente,
1398,Fundamentos de Economía y Empresa,2,3104,2022-03-31 02:59:56+00:00,Iluminación correcta,3,['Iluminación correcta'],Ambiente,luminosity
1399,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Agotado/a,3,['Agotado/a'],Estado físico,
1399,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Triste,3,['Triste'],Estado anímico,
1399,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Temario bien estructurado,4,['Temario bien estructurado'],Temario,
1399,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Poca creatividad,1,['Poca creatividad'],Docente,
1399,Fundamentos de Economía y Empresa,2,3203,2022-03-31 02:59:56+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
1400,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Normal,5,['Normal'],Estado físico,
1400,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Agobiado/a,1,['Agobiado/a'],Estado anímico,
1400,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Material limitado,2,['Material limitado'],Temario,
1400,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Mala organización,3,['Mala organización'],Docente,
1400,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Iluminación correcta,5,['Iluminación correcta'],Ambiente,luminosity
1401,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Con dolor de espalda,2,['Con dolor de espalda'],Estado físico,
1401,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Contento/a,4,['Contento/a'],Estado anímico,
1401,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Repetitivo,1,['Repetitivo'],Temario,
1401,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Mala organización,1,['Mala organización'],Docente,
1401,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Demasiado frío,2,['Demasiado frío'],Ambiente,temperature
1402,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Con dolor de espalda,2,['Con dolor de espalda'],Estado físico,
1402,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
1402,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Interesante,4,['Interesante'],Temario,
1402,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Poca paciencia,1,['Poca paciencia'],Docente,
1402,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Sin ruido,5,['Sin ruido'],Ambiente,noise
1403,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1403,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
1403,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Material adecuado,4,['Material adecuado'],Temario,
1403,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Paciencia,3,['Paciencia'],Docente,
1403,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Poca luz,3,['Poca luz'],Ambiente,luminosity
1404,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Con dolor de cabeza,1,['Con dolor de cabeza'],Estado físico,
1404,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
1404,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
1404,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Buena organización,3,['Buena organización'],Docente,
1404,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Temperatura perfecta,3,['Temperatura perfecta'],Ambiente,
1405,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1405,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Triste,3,['Triste'],Estado anímico,
1405,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Temario denso,3,['Temario denso'],Temario,
1405,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Poca creatividad,2,['Poca creatividad'],Docente,
1405,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Temperatura perfecta,4,['Temperatura perfecta'],Ambiente,
1406,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1406,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Con ansiedad,1,['Con ansiedad'],Estado anímico,
1406,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Temario denso,1,['Temario denso'],Temario,
1406,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Poca cooperación,2,['Poca cooperación'],Docente,
1406,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Poca luz,2,['Poca luz'],Ambiente,luminosity
1407,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Enfermo/a,2,['Enfermo/a'],Estado físico,
1407,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Normal,4,['Normal'],Estado anímico,
1407,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Temario denso,2,['Temario denso'],Temario,
1407,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Creatividad,4,['Creatividad'],Docente,
1407,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Demasiado ruido,2,['Demasiado ruido'],Ambiente,noise
1408,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Agotado/a,1,['Agotado/a'],Estado físico,
1408,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Cansado/a,2,['Cansado/a'],Estado anímico,
1408,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Material limitado,2,['Material limitado'],Temario,
1408,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Mala organización,3,['Mala organización'],Docente,
1408,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
1409,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Normal,5,['Normal'],Estado físico,
1409,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Estresado/a,3,['Estresado/a'],Estado anímico,
1409,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Material limitado,2,['Material limitado'],Temario,
1409,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Buena organización,5,['Buena organización'],Docente,
1409,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Sin ruido,3,['Sin ruido'],Ambiente,noise
1410,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Normal,5,['Normal'],Estado físico,
1410,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
1410,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Temario bien estructurado,4,['Temario bien estructurado'],Temario,
1410,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Poca paciencia,1,['Poca paciencia'],Docente,
1410,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Poca luz,1,['Poca luz'],Ambiente,luminosity
1411,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Agotado/a,2,['Agotado/a'],Estado físico,
1411,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Agobiado/a,2,['Agobiado/a'],Estado anímico,
1411,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
1411,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Dinamismo,4,['Dinamismo'],Docente,
1411,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Demasiado calor,3,['Demasiado calor'],Ambiente,temperature
1412,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1412,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Cansado/a,3,['Cansado/a'],Estado anímico,
1412,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Poco práctico,2,['Poco práctico'],Temario,
1412,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Buena actitud,4,['Buena actitud'],Docente,
1412,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Temperatura perfecta,4,['Temperatura perfecta'],Ambiente,
1413,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Con dolor de cabeza,2,['Con dolor de cabeza'],Estado físico,
1413,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Cansado/a,3,['Cansado/a'],Estado anímico,
1413,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Temario denso,1,['Temario denso'],Temario,
1413,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Poca creatividad,2,['Poca creatividad'],Docente,
1413,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Demasiado ruido,1,['Demasiado ruido'],Ambiente,noise
1414,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Normal,4,['Normal'],Estado físico,
1414,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Aburrido/a,1,['Aburrido/a'],Estado anímico,
1414,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Repetitivo,1,['Repetitivo'],Temario,
1414,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Mala organización,2,['Mala organización'],Docente,
1414,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Sin ruido,4,['Sin ruido'],Ambiente,noise
1415,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
1415,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Normal,5,['Normal'],Estado anímico,
1415,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Temario denso,2,['Temario denso'],Temario,
1415,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Poca paciencia,2,['Poca paciencia'],Docente,
1415,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Sin ruido,4,['Sin ruido'],Ambiente,noise
1416,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Normal,5,['Normal'],Estado físico,
1416,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
1416,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Temario bien estructurado,3,['Temario bien estructurado'],Temario,
1416,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Poca cooperación,1,['Poca cooperación'],Docente,
1416,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Poca luz,2,['Poca luz'],Ambiente,luminosity
1417,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Normal,5,['Normal'],Estado físico,
1417,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
1417,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Material limitado,3,['Material limitado'],Temario,
1417,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Poca cooperación,1,['Poca cooperación'],Docente,
1417,Seguridad de Sistemas y Redes,2,CIC-4,2022-06-15 22:10:00+00:00,Ambiente denso,2,['Ambiente denso'],Ambiente,co2
1418,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
1418,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Cansado/a,1,['Cansado/a'],Estado anímico,
1418,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Muy práctico,3,['Muy práctico'],Temario,
1418,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Buena organización,5,['Buena organización'],Docente,
1418,Seguridad de Sistemas y Redes,2,3104,2022-06-15 22:10:00+00:00,Sin ruido,4,['Sin ruido'],Ambiente,noise
1419,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Con dolor de espalda,3,['Con dolor de espalda'],Estado físico,
1419,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
1419,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Material adecuado,5,['Material adecuado'],Temario,
1419,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Poca cooperación,2,['Poca cooperación'],Docente,
1419,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Demasiado ruido,2,['Demasiado ruido'],Ambiente,noise
1420,Seguridad de Sistemas y Redes,2,1001,2022-06-15 22:10:00+00:00,Enfermo/a,2,['Enfermo/a'],Estado físico,
1420,Seguridad de Sistemas y Redes,2,1001,2022-06-15 22:10:00+00:00,Normal,5,['Normal'],Estado anímico,
1420,Seguridad de Sistemas y Redes,2,1001,2022-06-15 22:10:00+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
1420,Seguridad de Sistemas y Redes,2,1001,2022-06-15 22:10:00+00:00,Explicaciones aburridas,2,['Explicaciones aburridas'],Docente,
1420,Seguridad de Sistemas y Redes,2,1001,2022-06-15 22:10:00+00:00,Demasiado frío,2,['Demasiado frío'],Ambiente,temperature
1421,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Con dolor de espalda,3,['Con dolor de espalda'],Estado físico,
1421,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
1421,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
1421,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Buena actitud,5,['Buena actitud'],Docente,
1421,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Poca luz,2,['Poca luz'],Ambiente,luminosity
1422,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
1422,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Estresado/a,2,['Estresado/a'],Estado anímico,
1422,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Temario bien estructurado,4,['Temario bien estructurado'],Temario,
1422,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Poca creatividad,1,['Poca creatividad'],Docente,
1422,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Demasiado frío,1,['Demasiado frío'],Ambiente,temperature
1423,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Con dolor de cuello,3,['Con dolor de cuello'],Estado físico,
1423,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Triste,2,['Triste'],Estado anímico,
1423,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Repetitivo,3,['Repetitivo'],Temario,
1423,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Poca paciencia,2,['Poca paciencia'],Docente,
1423,Seguridad de Sistemas y Redes,2,3301,2022-06-15 22:10:00+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
1424,Seguridad de Sistemas y Redes,2,3203,2022-06-15 22:10:00+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
1424,Seguridad de Sistemas y Redes,2,3203,2022-06-15 22:10:00+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
1424,Seguridad de Sistemas y Redes,2,3203,2022-06-15 22:10:00+00:00,Temario denso,3,['Temario denso'],Temario,
1424,Seguridad de Sistemas y Redes,2,3203,2022-06-15 22:10:00+00:00,Creatividad,3,['Creatividad'],Docente,
1424,Seguridad de Sistemas y Redes,2,3203,2022-06-15 22:10:00+00:00,Iluminación correcta,5,['Iluminación correcta'],Ambiente,luminosity
1425,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Con hambre o sed,3,['Con hambre o sed'],Estado físico,
1425,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
1425,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Material adecuado,4,['Material adecuado'],Temario,
1425,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Buena actitud,3,['Buena actitud'],Docente,
1425,Seguridad de Sistemas y Redes,2,3302,2022-06-15 22:10:00+00:00,Iluminación correcta,3,['Iluminación correcta'],Ambiente,luminosity
1426,Seguridad de Sistemas y Redes,2,1001,2022-06-15 22:10:00+00:00,Enérgico/a,3,['Enérgico/a'],Estado físico,
